Gold label; Gold Positions; Gold liks; System Label; System Positions; Syste, links; System; URI Sent
Wadi Marjayoun;60-74; https://en.wikipedia.org/wiki/Marjayoun ;Marjayoun;65-74; https://en.wikipedia.org/wiki/Marjayoun; TAGME; http://ace2004/dataset/20000815_AFP_ARB.0071.eng_sentence22#1426,1723
Saudi Arabia;31-43; https://en.wikipedia.org/wiki/Saudi_Arabia ;Saudi;31-36; https://en.wikipedia.org/wiki/Saudi_Arabia; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence25#333,688
Saudi Arabia;31-43; https://en.wikipedia.org/wiki/Saudi_Arabia ;Saudi;31-36; https://en.wikipedia.org/wiki/Saudi_Arabia; Babelfys; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence25#333,688
telephone call;5-19; https://en.wikipedia.org/wiki/Telephone_call ;call;15-19; https://en.wikipedia.org/wiki/Telephone_call; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence27#862,1003
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; Babelfyr; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; Babelfys; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Gulf;59-63; https://en.wikipedia.org/wiki/Persian_Gulf ;Gulf region;59-70; https://en.wikipedia.org/wiki/Persian_Gulf; TAGME; http://ace2004/dataset/20001015_AFP_ARB.0053.eng_sentence30#1379,1707
Bill Clinton;56-68; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;46-68; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence34#0,350
Bill Clinton;56-68; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;46-68; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence34#0,350
Asia-Pacific Economic Cooperation;60-93; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;60-99; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Al Gore;154-161; https://en.wikipedia.org/wiki/Al_Gore ;Gore;157-161; https://en.wikipedia.org/wiki/Al_Gore; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
George Bush;175-186; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;182-186; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Asia-Pacific Economic Cooperation;60-93; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation forum;60-99; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
Al Gore;154-161; https://en.wikipedia.org/wiki/Al_Gore ;Gore;157-161; https://en.wikipedia.org/wiki/Al_Gore; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
George Bush;175-186; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;182-186; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence35#351,844
United States;136-149; https://en.wikipedia.org/wiki/United_States ;States;143-149; https://en.wikipedia.org/wiki/United_States; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence36#845,1022
United States;136-149; https://en.wikipedia.org/wiki/United_States ;States;143-149; https://en.wikipedia.org/wiki/United_States; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence36#845,1022
Al Gore;130-137; https://en.wikipedia.org/wiki/Al_Gore ;Gore;133-137; https://en.wikipedia.org/wiki/Al_Gore; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence37#1023,1230
George Bush;74-85; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;81-85; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence37#1023,1230
Al Gore;130-137; https://en.wikipedia.org/wiki/Al_Gore ;Gore;133-137; https://en.wikipedia.org/wiki/Al_Gore; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence37#1023,1230
George Bush;74-85; https://en.wikipedia.org/wiki/George_W._Bush ;Bush;81-85; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence37#1023,1230
Clinton;21-28; https://en.wikipedia.org/wiki/Bill_Clinton ;President Clinton;11-28; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence38#1231,1413
Clinton;21-28; https://en.wikipedia.org/wiki/Bill_Clinton ;President Clinton;11-28; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence38#1231,1413
Clinton;21-28; https://en.wikipedia.org/wiki/Bill_Clinton ;President Clinton;11-28; https://en.wikipedia.org/wiki/Bill_Clinton; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence38#1231,1413
Apec;151-155; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Apec summit;151-162; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence39#1414,1659
Apec;151-155; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Apec summit;151-162; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence39#1414,1659
Apec;151-155; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Apec summit;151-162; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0013.eng_sentence39#1414,1659
the Israeli army;202-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;206-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence40#0,219
the Israeli army;202-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;206-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces; DBps; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence40#0,219
the Israeli army;202-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;206-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence40#0,219
the Israeli army;202-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;206-218; https://en.wikipedia.org/wiki/Israel_Defense_Forces; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence40#0,219
the Israeli army;45-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;49-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence42#369,628
the Israeli army;45-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;49-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces; DBps; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence42#369,628
the Israeli army;45-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;49-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence42#369,628
the Israeli army;45-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;49-61; https://en.wikipedia.org/wiki/Israel_Defense_Forces; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence42#369,628
the Israeli army;39-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;43-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence44#894,1028
the Israeli army;39-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;43-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces; DBps; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence44#894,1028
the Israeli army;39-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;43-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence44#894,1028
the Israeli army;39-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces ;Israeli army;43-55; https://en.wikipedia.org/wiki/Israel_Defense_Forces; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0030.eng_sentence44#894,1028
Bill Clinton;148-160; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;138-160; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence46#0,348
Vladimir Putin;189-203; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin;198-203; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence46#0,348
Bill Clinton;148-160; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;138-160; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence46#0,348
Vladimir Putin;189-203; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin;198-203; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence46#0,348
Putin;209-214; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin's;209-216; https://en.wikipedia.org/wiki/Vladimir_Putin; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence46#0,348
Putin;107-112; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;97-112; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence47#349,616
Putin;107-112; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;97-112; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence47#349,616
Putin;107-112; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin's;107-114; https://en.wikipedia.org/wiki/Vladimir_Putin; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence47#349,616
Putin;107-112; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;97-112; https://en.wikipedia.org/wiki/Vladimir_Putin; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence47#349,616
Brunei;143-149; https://en.wikipedia.org/wiki/Brunei ;Sultanate of Brunei;130-149; https://en.wikipedia.org/wiki/Brunei; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence48#617,767
Brunei;143-149; https://en.wikipedia.org/wiki/Brunei ;Sultanate of Brunei;130-149; https://en.wikipedia.org/wiki/Brunei; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence48#617,767
APEC;76-80; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation (APEC);41-81; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; DBps; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence48#617,767
Asia-Pacific Economic Cooperation;41-74; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation ;Asia-Pacific Economic Cooperation (APEC);41-81; https://en.wikipedia.org/wiki/Asia-Pacific_Economic_Cooperation; DBps; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence48#617,767
Brunei;143-149; https://en.wikipedia.org/wiki/Brunei ;Sultanate of Brunei;130-149; https://en.wikipedia.org/wiki/Brunei; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence48#617,767
Putin;57-62; https://en.wikipedia.org/wiki/Vladimir_Putin ;Putin's;57-64; https://en.wikipedia.org/wiki/Vladimir_Putin; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence50#829,1056
anti- missile defenses;173-195; https://en.wikipedia.org/wiki/Missile_defense ;anti- missile;173-186; https://en.wikipedia.org/wiki/Missile_defense; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence53#1366,1568
missile defenses;179-195; https://en.wikipedia.org/wiki/Missile_defense ;anti- missile;173-186; https://en.wikipedia.org/wiki/Missile_defense; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence53#1366,1568
George Bush Junior;66-84; https://en.wikipedia.org/wiki/George_W._Bush ;Bush Junior;73-84; https://en.wikipedia.org/wiki/George_W._Bush; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence56#1824,2147
George Bush Junior;66-84; https://en.wikipedia.org/wiki/George_W._Bush ;Bush Junior;73-84; https://en.wikipedia.org/wiki/George_W._Bush; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence56#1824,2147
Clinton;169-176; https://en.wikipedia.org/wiki/Bill_Clinton ;Clinton administration;169-191; https://en.wikipedia.org/wiki/Bill_Clinton; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence56#1824,2147
presidential;43-55; https://en.wikipedia.org/wiki/President_of_the_United_States ;presidential candidate;43-65; https://en.wikipedia.org/wiki/President_of_the_United_States; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence56#1824,2147
Putin;118-123; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;108-123; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence58#2323,2600
Putin;118-123; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;108-123; https://en.wikipedia.org/wiki/Vladimir_Putin; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence58#2323,2600
Putin;118-123; https://en.wikipedia.org/wiki/Vladimir_Putin ;President Putin;108-123; https://en.wikipedia.org/wiki/Vladimir_Putin; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0060.eng_sentence58#2323,2600
Yasser Arafat;139-152; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;146-152; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence62#0,226
area 'A';191-199; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord ;area 'A;191-198; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence62#0,226
Yasser Arafat;139-152; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;146-152; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence62#0,226
area 'A';191-199; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord ;area 'A;191-198; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence62#0,226
area 'A';191-199; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord ;area 'A;191-198; https://en.wikipedia.org/wiki/West_Bank_Areas_in_the_Oslo_II_Accord; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence62#0,226
Yasser Arafat;81-94; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;88-94; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence63#227,499
Yasser Arafat;81-94; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;88-94; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0061.eng_sentence63#227,499
terrorist;79-88; https://en.wikipedia.org/wiki/Terrorism ;terrorist acts;79-93; https://en.wikipedia.org/wiki/Terrorism; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0065.eng_sentence68#767,922
terrorist;79-88; https://en.wikipedia.org/wiki/Terrorism ;terrorist acts;79-93; https://en.wikipedia.org/wiki/Terrorism; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0065.eng_sentence68#767,922
Mohamed al-Dura;199-214; https://en.wikipedia.org/wiki/Muhammad_al-Durrah_incident ;al-Dura;207-214; https://en.wikipedia.org/wiki/Muhammad_al-Durrah_incident; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence80#247,576
Yasser Arafat;248-261; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;255-261; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence81#577,869
Yasser Arafat;248-261; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;255-261; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence81#577,869
Yasser Arafat;248-261; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;255-261; https://en.wikipedia.org/wiki/Yasser_Arafat; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence81#577,869
young people;11-23; https://en.wikipedia.org/wiki/Youth ;young;11-16; https://en.wikipedia.org/wiki/Youth; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence82#870,957
Palestinian;46-57; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;46-63; https://en.wikipedia.org/wiki/State_of_Palestine; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence84#1234,1384
Palestinian;46-57; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;46-63; https://en.wikipedia.org/wiki/State_of_Palestine; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence84#1234,1384
Palestinian;46-57; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;46-63; https://en.wikipedia.org/wiki/State_of_Palestine; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence84#1234,1384
Palestinian;46-57; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;46-63; https://en.wikipedia.org/wiki/State_of_Palestine; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence84#1234,1384
Palestinian territory;189-210; https://en.wikipedia.org/wiki/Palestinian_territories ;occupied Palestinian territory;180-210; https://en.wikipedia.org/wiki/Palestinian_territories; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence86#1578,1894
Palestinian territory;189-210; https://en.wikipedia.org/wiki/Palestinian_territories ;occupied Palestinian territory;180-210; https://en.wikipedia.org/wiki/Palestinian_territories; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence86#1578,1894
occupying;129-138; https://en.wikipedia.org/wiki/Military_occupation ;occupying forces;129-145; https://en.wikipedia.org/wiki/Military_occupation; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence86#1578,1894
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;Palestinian Intifada;130-150; https://en.wikipedia.org/wiki/First_Intifada; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;first Palestinian Intifada;124-150; https://en.wikipedia.org/wiki/First_Intifada; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
a Palestinian state;63-82; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;65-82; https://en.wikipedia.org/wiki/State_of_Palestine; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
accords;226-233; https://en.wikipedia.org/wiki/Peace_treaty ;peace accords;220-233; https://en.wikipedia.org/wiki/Peace_treaty; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
Yasser Arafat;22-35; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;29-35; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;Palestinian Intifada;130-150; https://en.wikipedia.org/wiki/First_Intifada; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;first Palestinian Intifada;124-150; https://en.wikipedia.org/wiki/First_Intifada; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
a Palestinian state;63-82; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;65-82; https://en.wikipedia.org/wiki/State_of_Palestine; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
Yasser Arafat;22-35; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;29-35; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;Palestinian Intifada;130-150; https://en.wikipedia.org/wiki/First_Intifada; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
a Palestinian state;63-82; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;65-82; https://en.wikipedia.org/wiki/State_of_Palestine; FREMENER; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
the first Palestinian Intifada;120-150; https://en.wikipedia.org/wiki/First_Intifada ;first Palestinian Intifada;124-150; https://en.wikipedia.org/wiki/First_Intifada; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
a Palestinian state;63-82; https://en.wikipedia.org/wiki/State_of_Palestine ;Palestinian state;65-82; https://en.wikipedia.org/wiki/State_of_Palestine; TAGME; http://ace2004/dataset/20001115_AFP_ARB.0089.eng_sentence87#1895,2149
Yasser Arafat;118-131; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;125-131; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0093.eng_sentence88#0,330
Yasser Arafat;118-131; https://en.wikipedia.org/wiki/Yasser_Arafat ;Arafat;125-131; https://en.wikipedia.org/wiki/Yasser_Arafat; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0093.eng_sentence88#0,330
Brunei;99-105; https://en.wikipedia.org/wiki/Brunei ;Sultanate of Brunei;86-105; https://en.wikipedia.org/wiki/Brunei; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0093.eng_sentence89#331,574
Bill Clinton;131-143; https://en.wikipedia.org/wiki/Bill_Clinton ;President Bill Clinton;121-143; https://en.wikipedia.org/wiki/Bill_Clinton; Babelfyr; http://ace2004/dataset/20001115_AFP_ARB.0093.eng_sentence89#331,574
Brunei;99-105; https://en.wikipedia.org/wiki/Brunei ;Sultanate of Brunei;86-105; https://en.wikipedia.org/wiki/Brunei; Babelfys; http://ace2004/dataset/20001115_AFP_ARB.0093.eng_sentence89#331,574
